source_record_id,customer_id,first_name,last_name,email,phone,date_of_birth,loyalty_status,marketing_opt_in,created_at,updated_at
SRC_CUSTOMER_B001_000000012,C0000012,Frances,Taylor,frances.taylor.12@retailverse.example,+44 7626862322,1960-06-02,NONE,Y,2026-07-04 19:21:54,2026-07-11 19:21:54
SRC_CUSTOMER_B001_000000013,C0000013,Julie,Lee,julie.lee.13@retailverse.example,+44 7445888405,1999-01-25,NONE,Y,2024-11-29 18:52:12,2025-03-28 18:52:12
SRC_CUSTOMER_B001_000000014,C0000014,Alice,Butler,alice.butler.14@retailverse.example,+44 7544329295,1952-03-15,SILVER,Y,2023-01-20 00:25:19,2023-04-24 00:25:19
SRC_CUSTOMER_B001_000000015,C0000015,Georgia,Humphries,georgia.humphries.15@retailverse.example,+44 7153671119,1972-09-08,BRONZE,N,2024-09-19 06:25:29,2024-10-07 06:25:29
SRC_CUSTOMER_B001_000000016,C0000016,Vincent,North,vincent.north.16@retailverse.example,+44 7091731446,2002-07-02,NONE,Y,2024-08-28 12:35:56,2024-11-24 12:35:56
SRC_CUSTOMER_B001_000000017,C0000017,Francis,Bibi,francis.bibi.17@retailverse.example,+44 7825424489,1976-09-07,NONE,Y,2024-12-28 13:43:46,2025-03-24 13:43:46
SRC_CUSTOMER_B001_000000018,C0000018,Stacey,Potter,stacey.potter.18@retailverse.example,+44 7601383248,1984-12-17,SILVER,Y,2023-10-30 19:02:28,2024-01-24 19:02:28
SRC_CUSTOMER_B001_000000019,C0000019,Henry,Poole,henry.poole.19@retailverse.example,+44 7214023132,2007-11-24,NONE,Y,2025-04-11 03:10:29,2025-05-17 03:10:29
SRC_CUSTOMER_B001_000000020,C0000020,Kevin,North,kevin.north.20@retailverse.example,+44 7958577212,1965-03-10,BRONZE,N,2023-05-05 22:26:48,2023-07-13 22:26:48
SRC_CUSTOMER_B001_000000021,C0000021,Gail,Hammond,gail.hammond.21@retailverse.example,+44 7530291065,1977-01-20,BRONZE,N,2026-06-06 14:26:52,2026-08-31 23:59:59
SRC_CUSTOMER_B001_000000022,C0000022,Aaron,Marshall,aaron.marshall.22@retailverse.example,+44 7870604855,2003-09-28,GOLD,N,2023-01-12 03:31:53,2023-02-13 03:31:53
SRC_CUSTOMER_B001_000000023,C0000023,Craig,Bennett,craig.bennett.23@retailverse.example,+44 7839942604,1955-04-14,BRONZE,N,2026-01-25 13:38:23,2026-03-19 13:38:23
SRC_CUSTOMER_B001_000000024,C0000024,Rebecca,Holden,rebecca.holden.24@retailverse.example,+44 7940893259,1993-01-08,BRONZE,N,2024-09-19 06:26:36,2024-11-24 06:26:36
SRC_CUSTOMER_B001_000000025,C0000025,Mohammad,Hamilton,mohammad.hamilton.25@retailverse.example,+44 7528119962,1971-07-12,BRONZE,N,2025-03-06 07:24:47,2025-06-23 07:24:47
SRC_CUSTOMER_B001_000000026,C0000026,Abigail,Smith,abigail.smith.26@retailverse.example,+44 7500334196,1951-11-19,BRONZE,N,2025-02-24 04:53:42,2025-05-16 04:53:42
SRC_CUSTOMER_B001_000000027,C0000027,Lydia,Holden,lydia.holden.27@retailverse.example,+44 7367287943,1986-07-04,SILVER,Y,2025-07-26 21:32:10,2025-09-13 21:32:10
SRC_CUSTOMER_B001_000000028,C0000028,Alexander,Marshall,alexander.marshall.28@retailverse.example,+44 7593315099,1974-05-09,BRONZE,Y,2026-05-05 21:34:05,2026-06-14 21:34:05
SRC_CUSTOMER_B001_000000029,C0000029,Dominic,Robinson,dominic.robinson.29@retailverse.example,+44 7977685074,1945-06-09,NONE,Y,2023-09-04 05:48:48,2023-10-15 05:48:48
SRC_CUSTOMER_B001_000000030,C0000030,Hazel,Harper,hazel.harper.30@retailverse.example,+44 7322805832,2002-10-30,BRONZE,Y,2024-06-21 19:48:44,2024-06-28 19:48:44
SRC_CUSTOMER_B001_000000031,C0000031,Michelle,Smith,michelle.smith.31@retailverse.example,+44 7953571035,1996-01-03,BRONZE,N,2025-12-20 06:46:58,2025-12-25 06:46:58
SRC_CUSTOMER_B001_000000032,C0000032,Vincent,Ahmed,vincent.ahmed.32@retailverse.example,+44 7302948514,1996-09-16,NONE,Y,2023-12-10 04:36:24,2024-02-20 04:36:24
SRC_CUSTOMER_B001_000000033,C0000033,Matthew,Jones,matthew.jones.33@retailverse.example,+44 7072053308,1994-05-25,BRONZE,Y,2023-01-30 23:44:38,2023-02-27 23:44:38
SRC_CUSTOMER_B001_000000034,C0000034,Antony,Walker,antony.walker.34@retailverse.example,+44 7791946340,1949-08-26,NONE,Y,2023-09-28 08:34:32,2023-11-27 08:34:32
SRC_CUSTOMER_B001_000000035,C0000035,Alexandra,Newman,alexandra.newman.35@retailverse.example,+44 7245858354,1956-11-04,NONE,N,2023-07-06 07:59:50,2023-08-11 07:59:50
SRC_CUSTOMER_B001_000000036,C0000036,Leah,Jones,leah.jones.36@retailverse.example,+44 7543983695,1973-06-29,BRONZE,N,2026-02-28 11:16:14,2026-03-04 11:16:14
SRC_CUSTOMER_B001_000000037,C0000037,Conor,Faulkner,conor.faulkner.37@retailverse.example,+44 7196351863,1992-01-22,SILVER,Y,2025-03-21 23:34:56,2025-07-14 23:34:56
SRC_CUSTOMER_B001_000000038,C0000038,Rosemary,Ford,rosemary.ford.38@retailverse.example,+44 7365749278,1957-04-28,BRONZE,Y,2025-07-14 10:42:47,2025-11-03 10:42:47
SRC_CUSTOMER_B001_000000039,C0000039,Alice,Davey,alice.davey.39@retailverse.example,+44 7532034875,1955-08-13,NONE,Y,2023-07-03 05:21:21,2023-07-18 05:21:21
SRC_CUSTOMER_B001_000000040,C0000040,Vincent,Davison,vincent.davison.40@retailverse.example,+44 7534722651,1978-03-13,BRONZE,Y,2026-04-25 05:24:28,2026-04-25 05:24:28
SRC_CUSTOMER_B001_000000041,C0000041,Craig,Hicks,craig.hicks.41@retailverse.example,+44 7800271127,2000-01-24,SILVER,N,2025-03-01 14:08:20,2025-05-13 14:08:20
SRC_CUSTOMER_B001_000000042,C0000042,Adrian,Gibson,adrian.gibson.42@retailverse.example,+44 7369664571,1973-01-17,SILVER,Y,2025-10-13 21:39:39,2026-02-03 21:39:39
SRC_CUSTOMER_B001_000000043,C0000043,Emma,Marsh,emma.marsh.43@retailverse.example,+44 7525826469,1994-09-02,NONE,Y,2025-03-09 08:22:51,2025-05-13 08:22:51
SRC_CUSTOMER_B001_000000044,C0000044,Chelsea,Evans,chelsea.evans.44@retailverse.example,+44 7120970719,1945-11-01,SILVER,Y,2024-07-10 04:11:03,2024-07-13 04:11:03
SRC_CUSTOMER_B001_000000045,C0000045,Chloe,Smith,chloe.smith.45@retailverse.example,+44 7108680717,1984-11-26,BRONZE,Y,2026-07-21 20:03:16,2026-08-31 23:59:59
SRC_CUSTOMER_B001_000000046,C0000046,James,Jones,james.jones.46@retailverse.example,+44 7351611732,1970-09-02,BRONZE,Y,2026-03-31 01:57:06,2026-04-11 01:57:06
SRC_CUSTOMER_B001_000000047,C0000047,Teresa,Ford,teresa.ford.47@retailverse.example,+44 7265063766,1968-02-24,SILVER,Y,2023-10-26 01:14:06,2024-01-30 01:14:06
SRC_CUSTOMER_B001_000000048,C0000048,Christine,Morgan,christine.morgan.48@retailverse.example,+44 7447912975,1954-04-10,GOLD,Y,2025-01-07 12:56:26,2025-05-06 12:56:26
SRC_CUSTOMER_B001_000000049,C0000049,Adam,Rose,adam.rose.49@retailverse.example,+44 7243071874,1950-07-04,SILVER,N,2023-05-26 08:36:32,2023-09-04 08:36:32
SRC_CUSTOMER_B001_000000050,C0000050,Ann,Davies,ann.davies.50@retailverse.example,+44 7462986786,1955-05-13,NONE,N,2026-07-14 03:38:16,2026-08-31 23:59:59
SRC_CUSTOMER_B001_000000051,C0000051,Paula,Jenkins,paula.jenkins.51@retailverse.example,+44 7604586080,1993-06-06,NONE,Y,2023-04-18 17:27:57,2023-05-04 17:27:57
SRC_CUSTOMER_B001_000000052,C0000052,Kathleen,Norman,kathleen.norman.52@retailverse.example,+44 7716359109,1978-11-13,NONE,Y,2024-09-10 08:52:09,2024-11-02 08:52:09
SRC_CUSTOMER_B001_000000053,C0000053,Maureen,McCarthy,maureen.mccarthy.53@retailverse.example,+44 7986739076,1954-10-20,NONE,Y,2026-02-16 14:57:42,2026-05-10 14:57:42
SRC_CUSTOMER_B001_000000054,C0000054,Antony,Brown,antony.brown.54@retailverse.example,+44 7508928399,1972-12-30,GOLD,Y,2023-11-01 11:06:13,2024-01-30 11:06:13
SRC_CUSTOMER_B001_000000055,C0000055,Teresa,Barnes,teresa.barnes.55@retailverse.example,+44 7770624848,1974-02-05,NONE,Y,2024-09-25 00:01:13,2025-01-14 00:01:13
SRC_CUSTOMER_B001_000000056,C0000056,Wayne,Quinn,wayne.quinn.56@retailverse.example,+44 7272978334,1990-11-11,BRONZE,N,2023-02-08 06:16:03,2023-05-21 06:16:03
SRC_CUSTOMER_B001_000000057,C0000057,Tracy,Smith,tracy.smith.57@retailverse.example,+44 7225452130,1966-06-16,BRONZE,N,2025-01-05 23:22:46,2025-04-04 23:22:46
SRC_CUSTOMER_B001_000000058,C0000058,Carol,Thompson,carol.thompson.58@retailverse.example,+44 7684219341,1982-03-24,BRONZE,Y,2024-02-08 12:30:26,2024-03-14 12:30:26
SRC_CUSTOMER_B001_000000059,C0000059,Tony,Murphy,tony.murphy.59@retailverse.example,+44 7851459759,1960-04-23,BRONZE,N,2025-04-01 09:42:40,2025-05-09 09:42:40
SRC_CUSTOMER_B001_000000060,C0000060,Matthew,Jones,matthew.jones.60@retailverse.example,+44 7868420142,1993-05-14,NONE,N,2023-11-22 13:03:53,2024-02-29 13:03:53
SRC_CUSTOMER_B001_000000061,C0000061,Martyn,Wilson,martyn.wilson.61@retailverse.example,+44 7882659843,1970-04-27,BRONZE,Y,2024-08-08 15:22:26,2024-09-11 15:22:26
SRC_CUSTOMER_B001_000000062,C0000062,Callum,Andrews,callum.andrews.62@retailverse.example,+44 7391814199,1964-07-09,NONE,Y,2023-09-26 06:54:46,2023-10-07 06:54:46
SRC_CUSTOMER_B001_000000063,C0000063,Lewis,Berry,lewis.berry.63@retailverse.example,+44 7367532359,1971-02-22,SILVER,Y,2025-11-06 13:15:51,2026-03-04 13:15:51
SRC_CUSTOMER_B001_000000064,C0000064,Clare,Brennan,clare.brennan.64@retailverse.example,+44 7567815789,1985-12-20,NONE,Y,2025-03-18 09:30:10,2025-07-08 09:30:10
SRC_CUSTOMER_B001_000000065,C0000065,Martyn,Faulkner,martyn.faulkner.65@retailverse.example,+44 7230024133,1958-10-08,SILVER,N,2026-03-30 18:31:05,2026-07-01 18:31:05
SRC_CUSTOMER_B001_000000066,C0000066,Joanna,Bell,joanna.bell.66@retailverse.example,+44 7990846512,2001-10-22,BRONZE,Y,2024-07-12 10:02:37,2024-11-02 10:02:37
SRC_CUSTOMER_B001_000000067,C0000067,Declan,Francis,declan.francis.67@retailverse.example,+44 7234031839,1980-11-04,BRONZE,N,2024-12-03 11:54:13,2025-01-09 11:54:13
SRC_CUSTOMER_B001_000000068,C0000068,Danny,White,danny.white.68@retailverse.example,+44 7622777547,1982-04-18,SILVER,Y,2025-07-31 08:21:49,2025-08-07 08:21:49
SRC_CUSTOMER_B001_000000069,C0000069,Gillian,Bevan,gillian.bevan.69@retailverse.example,+44 7465810978,2000-03-05,BRONZE,N,2023-07-31 07:40:55,2023-09-16 07:40:55
SRC_CUSTOMER_B001_000000070,C0000070,Shannon,Armstrong,shannon.armstrong.70@retailverse.example,+44 7534935541,1969-09-29,BRONZE,Y,2025-10-18 18:33:39,2025-10-25 18:33:39
SRC_CUSTOMER_B001_000000071,C0000071,Donna,Gray,donna.gray.71@retailverse.example,+44 7018770683,1963-11-19,NONE,N,2024-07-13 16:20:29,2024-08-01 16:20:29
SRC_CUSTOMER_B001_000000072,C0000072,Benjamin,Williams,benjamin.williams.72@retailverse.example,+44 7430033554,1974-11-30,GOLD,Y,2026-01-12 16:29:22,2026-02-16 16:29:22
SRC_CUSTOMER_B001_000000073,C0000073,Maurice,Walker,maurice.walker.73@retailverse.example,+44 7793828417,1965-10-12,SILVER,Y,2023-02-12 20:28:48,2023-04-26 20:28:48
SRC_CUSTOMER_B001_000000074,C0000074,Antony,Hyde,antony.hyde.74@retailverse.example,+44 7981753724,1981-09-21,NONE,Y,2026-02-11 04:21:23,2026-04-04 04:21:23
SRC_CUSTOMER_B001_000000075,C0000075,Robin,Ahmed,robin.ahmed.75@retailverse.example,+44 7968577904,1965-04-10,GOLD,Y,2024-09-12 03:52:00,2024-09-27 03:52:00
SRC_CUSTOMER_B001_000000076,C0000076,Ann,Slater,ann.slater.76@retailverse.example,+44 7939526557,1995-02-11,NONE,N,2025-04-24 18:04:03,2025-04-30 18:04:03
SRC_CUSTOMER_B001_000000077,C0000077,Hazel,Fisher,hazel.fisher.77@retailverse.example,+44 7761043305,1962-06-17,BRONZE,N,2023-03-11 13:08:11,2023-06-03 13:08:11
SRC_CUSTOMER_B001_000000078,C0000078,Jennifer,Bailey,jennifer.bailey.78@retailverse.example,+44 7105089581,1988-12-24,SILVER,Y,2024-09-17 11:26:53,2024-10-27 11:26:53
SRC_CUSTOMER_B001_000000079,C0000079,Susan,King,susan.king.79@retailverse.example,+44 7433378431,1979-10-22,NONE,Y,2024-01-11 22:03:37,2024-05-07 22:03:37
SRC_CUSTOMER_B001_000000080,C0000080,Rachael,Smith,rachael.smith.80@retailverse.example,+44 7839605292,1979-07-31,BRONZE,N,2026-01-24 22:13:43,2026-02-18 22:13:43
SRC_CUSTOMER_B001_000000081,C0000081,Joe,Brown,joe.brown.81@retailverse.example,+44 7460256778,1954-10-09,NONE,Y,2023-04-24 00:09:18,2023-08-01 00:09:18
SRC_CUSTOMER_B001_000000082,C0000082,Gerard,Haynes,gerard.haynes.82@retailverse.example,+44 7692916012,1975-12-09,NONE,N,2026-05-12 13:10:03,2026-08-24 13:10:03
SRC_CUSTOMER_B001_000000083,C0000083,Suzanne,Fleming,suzanne.fleming.83@retailverse.example,+44 7136236186,1993-08-02,GOLD,Y,2025-10-31 12:47:59,2026-01-08 12:47:59
SRC_CUSTOMER_B001_000000084,C0000084,Norman,Hussain,norman.hussain.84@retailverse.example,+44 7149306302,1971-06-30,SILVER,Y,2024-05-20 02:52:31,2024-05-24 02:52:31
SRC_CUSTOMER_B001_000000085,C0000085,Carol,Hawkins,carol.hawkins.85@retailverse.example,+44 7179694831,1958-05-28,NONE,Y,2025-11-15 05:23:16,2025-12-24 05:23:16
SRC_CUSTOMER_B001_000000086,C0000086,Adrian,Jones,adrian.jones.86@retailverse.example,+44 7880576984,1970-04-30,NONE,Y,2023-06-02 22:36:21,2023-06-25 22:36:21
SRC_CUSTOMER_B001_000000087,C0000087,Fiona,Hughes,fiona.hughes.87@retailverse.example,+44 7283472717,1978-04-19,NONE,N,2024-08-25 14:46:19,2024-09-30 14:46:19
SRC_CUSTOMER_B001_000000088,C0000088,Liam,Ford,liam.ford.88@retailverse.example,+44 7915793831,1960-10-09,NONE,Y,2026-05-30 05:32:26,2026-08-31 23:59:59
SRC_CUSTOMER_B001_000000089,C0000089,Wayne,Smith,wayne.smith.89@retailverse.example,+44 7729629259,1980-08-31,NONE,Y,2025-06-05 01:45:36,2025-09-30 01:45:36
SRC_CUSTOMER_B001_000000090,C0000090,Gregory,Brown,gregory.brown.90@retailverse.example,+44 7799318570,1951-05-03,NONE,Y,2023-12-19 19:39:07,2024-02-03 19:39:07
SRC_CUSTOMER_B001_000000091,C0000091,Charlotte,Brown,charlotte.brown.91@retailverse.example,+44 7255283447,1986-02-15,BRONZE,Y,2023-03-18 19:03:00,2023-05-17 19:03:00
SRC_CUSTOMER_B001_000000092,C0000092,Sandra,Bentley,sandra.bentley.92@retailverse.example,+44 7670784666,1974-03-22,NONE,Y,2023-11-23 03:45:43,2023-12-18 03:45:43
SRC_CUSTOMER_B001_000000093,C0000093,Matthew,Moore,matthew.moore.93@retailverse.example,+44 7529913015,1954-06-25,SILVER,N,2024-12-01 22:13:43,2025-01-19 22:13:43
SRC_CUSTOMER_B001_000000094,C0000094,Phillip,Harrison,phillip.harrison.94@retailverse.example,+44 7260591125,1999-03-23,NONE,Y,2024-05-22 00:59:18,2024-06-16 00:59:18
SRC_CUSTOMER_B001_000000095,C0000095,Naomi,Dawson,naomi.dawson.95@retailverse.example,+44 7141547748,1976-09-26,GOLD,N,2023-04-07 14:07:46,2023-04-28 14:07:46
SRC_CUSTOMER_B001_000000096,C0000096,Ellie,Rahman,ellie.rahman.96@retailverse.example,+44 7127525637,1973-04-06,BRONZE,N,2023-12-15 16:45:06,2023-12-26 16:45:06
SRC_CUSTOMER_B001_000000097,C0000097,Natasha,Kirk,natasha.kirk.97@retailverse.example,+44 7620947898,1964-02-11,SILVER,N,2025-07-09 13:06:52,2025-10-18 13:06:52
SRC_CUSTOMER_B001_000000098,C0000098,Chelsea,Reeves,chelsea.reeves.98@retailverse.example,+44 7054145767,1995-07-12,NONE,Y,2023-08-08 22:46:07,2023-08-26 22:46:07
SRC_CUSTOMER_B001_000000099,C0000099,Rachael,Fowler,rachael.fowler.99@retailverse.example,+44 7610694596,2001-10-01,BRONZE,Y,2024-05-12 00:45:44,2024-07-20 00:45:44
SRC_CUSTOMER_B001_000000100,C0000100,Leanne,Douglas,leanne.douglas.100@retailverse.example,+44 7939828605,1984-11-16,NONE,N,2024-09-14 03:56:34,2024-11-18 03:56:34
SRC_CUSTOMER_B001_000000101,C0000101,Jasmine,Murphy,jasmine.murphy.101@retailverse.example,+44 7747654379,1972-12-06,GOLD,N,2024-03-15 06:59:02,2024-07-05 06:59:02
SRC_CUSTOMER_B001_000000102,C0000102,Ashley,Gough,ashley.gough.102@retailverse.example,+44 7993769981,2005-06-06,NONE,N,2026-01-06 16:09:11,2026-03-28 16:09:11
SRC_CUSTOMER_B001_000000103,C0000103,Bradley,Ross,bradley.ross.103@retailverse.example,+44 7740385214,1986-04-28,GOLD,Y,2023-04-20 04:10:27,2023-06-19 04:10:27
SRC_CUSTOMER_B001_000000104,C0000104,Kyle,McCarthy,kyle.mccarthy.104@retailverse.example,+44 7001773089,1996-06-15,NONE,Y,2024-11-10 06:43:22,2024-12-23 06:43:22
SRC_CUSTOMER_B001_000000105,C0000105,Aaron,Harris,aaron.harris.105@retailverse.example,+44 7299175268,1974-04-28,BRONZE,Y,2025-09-07 04:07:27,2026-01-04 04:07:27
SRC_CUSTOMER_B001_000000106,C0000106,Elaine,Noble,elaine.noble.106@retailverse.example,+44 7125911840,1959-03-27,NONE,N,2025-04-11 19:35:21,2025-07-16 19:35:21
SRC_CUSTOMER_B001_000000107,C0000107,Angela,White,angela.white.107@retailverse.example,+44 7129065008,1999-02-10,BRONZE,N,2025-06-24 18:39:36,2025-08-17 18:39:36
SRC_CUSTOMER_B001_000000108,C0000108,Sylvia,Brown,sylvia.brown.108@retailverse.example,+44 7712078142,1962-03-23,NONE,Y,2025-11-25 03:34:30,2025-12-23 03:34:30
SRC_CUSTOMER_B001_000000109,C0000109,Ryan,Bentley,ryan.bentley.109@retailverse.example,+44 7195517375,1999-11-03,GOLD,Y,2025-06-01 22:17:27,2025-07-13 22:17:27
SRC_CUSTOMER_B001_000000110,C0000110,Ellie,Cooper,ellie.cooper.110@retailverse.example,+44 7973675823,1986-01-22,GOLD,Y,2023-02-08 02:11:11,2023-02-21 02:11:11
SRC_CUSTOMER_B001_000000111,C0000111,Clifford,Baker,clifford.baker.111@retailverse.example,+44 7837667421,1987-02-25,NONE,N,2026-02-19 03:56:04,2026-06-12 03:56:04
SRC_CUSTOMER_B001_000000112,C0000112,Olivia,Carter,olivia.carter.112@retailverse.example,+44 7264912484,1974-09-05,NONE,Y,2024-12-19 02:21:04,2025-01-03 02:21:04
SRC_CUSTOMER_B001_000000113,C0000113,Chelsea,Mann,chelsea.mann.113@retailverse.example,+44 7124818962,1990-09-06,BRONZE,Y,2025-01-28 19:06:01,2025-04-19 19:06:01
SRC_CUSTOMER_B001_000000114,C0000114,Susan,Young,susan.young.114@retailverse.example,+44 7525868863,1988-03-06,NONE,N,2023-12-05 00:54:11,2024-01-31 00:54:11
SRC_CUSTOMER_B001_000000115,C0000115,Christian,Barnes,christian.barnes.115@retailverse.example,+44 7211331710,1958-06-29,NONE,N,2024-04-09 14:31:01,2024-07-03 14:31:01
SRC_CUSTOMER_B001_000000116,C0000116,Brandon,Gray,brandon.gray.116@retailverse.example,+44 7968817542,1952-12-26,BRONZE,N,2024-09-06 04:34:43,2024-10-03 04:34:43
SRC_CUSTOMER_B001_000000117,C0000117,Jennifer,Owens,jennifer.owens.117@retailverse.example,+44 7202179497,1958-01-05,NONE,Y,2024-05-18 04:55:24,2024-07-02 04:55:24
SRC_CUSTOMER_B001_000000118,C0000118,Jake,Lawrence,jake.lawrence.118@retailverse.example,+44 7883857908,1977-08-23,BRONZE,N,2026-05-01 18:06:54,2026-07-25 18:06:54
SRC_CUSTOMER_B001_000000119,C0000119,Bethany,Barton,bethany.barton.119@retailverse.example,+44 7825244600,1995-05-24,NONE,N,2023-01-16 00:41:16,2023-05-02 00:41:16
SRC_CUSTOMER_B001_000000120,C0000120,Kathryn,Martin,kathryn.martin.120@retailverse.example,+44 7080309744,1945-07-02,SILVER,Y,2025-11-28 08:09:14,2026-02-07 08:09:14
SRC_CUSTOMER_B001_000000121,C0000121,Roger,Newman,roger.newman.121@retailverse.example,+44 7666641064,1974-01-30,BRONZE,Y,2023-01-12 16:27:11,2023-03-28 16:27:11
SRC_CUSTOMER_B001_000000122,C0000122,Marilyn,Lewis,marilyn.lewis.122@retailverse.example,+44 7830944876,1974-03-30,NONE,N,2024-09-16 08:28:40,2024-12-20 08:28:40
SRC_CUSTOMER_B001_000000123,C0000123,Jonathan,Davies,jonathan.davies.123@retailverse.example,+44 7612475486,1970-02-05,BRONZE,Y,2023-03-06 15:24:47,2023-06-30 15:24:47
SRC_CUSTOMER_B001_000000124,C0000124,Lee,Waters,lee.waters.124@retailverse.example,+44 7414248544,1982-04-26,SILVER,Y,2026-04-07 01:11:14,2026-06-08 01:11:14
SRC_CUSTOMER_B001_000000125,C0000125,Samantha,Lawson,samantha.lawson.125@retailverse.example,+44 7293809668,1953-12-19,GOLD,N,2025-11-27 16:12:56,2026-02-04 16:12:56
SRC_CUSTOMER_B001_000000126,C0000126,Christian,Rowley,christian.rowley.126@retailverse.example,+44 7624656200,2006-01-31,NONE,N,2025-03-10 21:38:09,2025-06-06 21:38:09
SRC_CUSTOMER_B001_000000127,C0000127,Melissa,Wilson,melissa.wilson.127@retailverse.example,+44 7961556199,1992-03-29,GOLD,Y,2025-04-17 19:58:54,2025-04-25 19:58:54
SRC_CUSTOMER_B001_000000128,C0000128,Jack,Morgan,jack.morgan.128@retailverse.example,+44 7719254051,1968-09-03,SILVER,N,2024-07-20 12:53:28,2024-07-25 12:53:28
SRC_CUSTOMER_B001_000000129,C0000129,Ellie,Roberts,ellie.roberts.129@retailverse.example,+44 7289387740,1987-12-26,NONE,Y,2024-01-02 04:49:58,2024-01-13 04:49:58
SRC_CUSTOMER_B001_000000130,C0000130,Bernard,Davies,bernard.davies.130@retailverse.example,+44 7292702588,1965-03-11,SILVER,N,2025-03-07 01:18:09,2025-04-27 01:18:09
SRC_CUSTOMER_B001_000000131,C0000131,Damian,Jones,damian.jones.131@retailverse.example,+44 7604561051,1953-12-06,NONE,Y,2026-07-19 10:28:53,2026-07-22 10:28:53
SRC_CUSTOMER_B001_000000132,C0000132,Geoffrey,Collier,geoffrey.collier.132@retailverse.example,+44 7065429159,1952-01-12,NONE,N,2023-11-07 07:48:20,2024-02-04 07:48:20
SRC_CUSTOMER_B001_000000133,C0000133,Yvonne,Bevan,yvonne.bevan.133@retailverse.example,+44 7007777932,1947-12-28,NONE,Y,2025-09-08 14:13:08,2025-09-26 14:13:08
SRC_CUSTOMER_B001_000000134,C0000134,Natasha,Barnes,natasha.barnes.134@retailverse.example,+44 7786225337,1977-06-05,BRONZE,N,2024-06-17 00:09:52,2024-06-23 00:09:52
SRC_CUSTOMER_B001_000000135,C0000135,Hannah,Berry,hannah.berry.135@retailverse.example,+44 7599058021,1949-05-22,NONE,Y,2025-12-14 07:30:42,2026-02-04 07:30:42
SRC_CUSTOMER_B001_000000136,C0000136,Linda,Pearce,linda.pearce.136@retailverse.example,+44 7760460029,1999-02-19,BRONZE,Y,2025-11-06 21:23:06,2026-01-21 21:23:06
SRC_CUSTOMER_B001_000000137,C0000137,John,Shah,john.shah.137@retailverse.example,+44 7266639557,1969-07-11,NONE,Y,2023-06-25 10:36:56,2023-06-26 10:36:56
SRC_CUSTOMER_B001_000000138,C0000138,Lynne,Peters,lynne.peters.138@retailverse.example,+44 7318900381,1989-02-14,SILVER,Y,2023-06-19 13:56:55,2023-07-20 13:56:55
SRC_CUSTOMER_B001_000000139,C0000139,Scott,Scott,scott.scott.139@retailverse.example,+44 7873334323,1953-12-06,GOLD,N,2024-03-23 12:36:46,2024-04-17 12:36:46
SRC_CUSTOMER_B001_000000140,C0000140,Billy,Williamson,billy.williamson.140@retailverse.example,+44 7859519762,1997-06-15,NONE,N,2024-06-03 23:16:30,2024-07-13 23:16:30
SRC_CUSTOMER_B001_000000141,C0000141,Damian,Norris,damian.norris.141@retailverse.example,+44 7152493346,1970-01-07,BRONZE,N,2024-07-17 13:46:04,2024-07-31 13:46:04
