source_record_id,address_id,customer_id,address_type,address_line_1,address_line_2,city,state_region,postal_code,country_code,is_primary,created_at,updated_at
SRC_ADDRESS_B001_000000011,A00000011,C0000008,HOME,391 Victoria Road,Flat 17,Bristol,Bristol,G54 8AB,GB,Y,2024-08-13 11:54:46,2024-10-19 11:54:46
SRC_ADDRESS_B001_000000012,A00000012,C0000009,HOME,404 The Crescent,,Birmingham,West Midlands,YO11 1AD,GB,Y,2025-09-17 00:15:10,2025-10-06 00:15:10
SRC_ADDRESS_B001_000000013,A00000013,C0000010,HOME,365 Queens Road,Flat 30,Bristol,Bristol,M32 5AD,GB,Y,2025-09-14 20:35:24,2025-12-11 20:35:24
SRC_ADDRESS_B001_000000014,A00000014,C0000011,HOME,158 The Crescent,,Bristol,Bristol,M31 8AD,GB,Y,2025-02-03 07:23:12,2025-05-01 07:23:12
SRC_ADDRESS_B001_000000015,A00000015,C0000012,HOME,82 Bridge Street,,Sheffield,South Yorkshire,L64 5EF,GB,Y,2026-07-10 19:21:54,2026-08-04 19:21:54
SRC_ADDRESS_B001_000000016,A00000016,C0000012,SHIPPING,325 Queens Road,,Nottingham,Nottinghamshire,M73 2AA,GB,N,2026-07-11 19:21:54,2026-09-07 19:21:54
SRC_ADDRESS_B001_000000017,A00000017,C0000013,HOME,443 Green Lane,,York,North Yorkshire,BS8 5EF,GB,Y,2024-12-11 18:52:12,2025-01-06 18:52:12
SRC_ADDRESS_B001_000000018,A00000018,C0000014,HOME,242 Market Street,Flat 26,Edinburgh,Scotland,M91 7AA,GB,Y,2023-02-01 00:25:19,2023-02-25 00:25:19
SRC_ADDRESS_B001_000000019,A00000019,C0000015,HOME,305 Mill Lane,,Liverpool,Merseyside,M11 7DE,GB,Y,2024-10-14 06:25:29,2024-10-16 06:25:29
SRC_ADDRESS_B001_000000020,A00000020,C0000016,HOME,394 Queens Road,,Sheffield,South Yorkshire,S51 3AA,GB,Y,2024-08-28 12:35:56,2024-09-12 12:35:56
SRC_ADDRESS_B001_000000021,A00000021,C0000017,HOME,487 Bridge Street,,Glasgow,Scotland,CF82 7DE,GB,Y,2025-01-17 13:43:46,2025-03-18 13:43:46
SRC_ADDRESS_B001_000000022,A00000022,C0000018,HOME,499 Station Road,,York,North Yorkshire,CF58 2AB,GB,Y,2023-11-14 19:02:28,2024-01-22 19:02:28
SRC_ADDRESS_B001_000000023,A00000023,C0000019,HOME,164 Bridge Street,,Manchester,Greater Manchester,CF37 4GH,GB,Y,2025-05-04 03:10:29,2025-06-02 03:10:29
SRC_ADDRESS_B001_000000024,A00000024,C0000019,SHIPPING,309 Station Road,,Glasgow,Scotland,G5 2EF,GB,N,2025-05-06 03:10:29,2025-05-22 03:10:29
SRC_ADDRESS_B001_000000025,A00000025,C0000020,HOME,299 Mill Lane,,Edinburgh,Scotland,G32 4BD,GB,Y,2023-05-06 22:26:48,2023-05-07 22:26:48
SRC_ADDRESS_B001_000000026,A00000026,C0000021,HOME,292 King Street,,London,Greater London,EH57 6EF,GB,Y,2026-07-05 14:26:52,2026-09-14 14:26:52
SRC_ADDRESS_B001_000000027,A00000027,C0000022,HOME,287 Victoria Road,,Birmingham,West Midlands,L50 4DE,GB,Y,2023-01-29 03:31:53,2023-03-04 03:31:53
SRC_ADDRESS_B001_000000028,A00000028,C0000023,HOME,364 Station Road,,Sheffield,South Yorkshire,EH1 1BA,GB,Y,2026-02-06 13:38:23,2026-03-12 13:38:23
SRC_ADDRESS_B001_000000029,A00000029,C0000024,HOME,385 Green Lane,Flat 27,Liverpool,Merseyside,YO77 8AB,GB,Y,2024-10-10 06:26:36,2024-12-28 06:26:36
SRC_ADDRESS_B001_000000030,A00000030,C0000025,HOME,356 The Crescent,,London,Greater London,NG62 4AB,GB,Y,2025-03-20 07:24:47,2025-03-27 07:24:47
SRC_ADDRESS_B001_000000031,A00000031,C0000026,HOME,133 Green Lane,,London,Greater London,G29 7PR,GB,Y,2025-03-04 04:53:42,2025-05-01 04:53:42
SRC_ADDRESS_B001_000000032,A00000032,C0000027,HOME,344 High Street,,York,North Yorkshire,BS58 3JK,GB,Y,2025-08-06 21:32:10,2025-08-11 21:32:10
SRC_ADDRESS_B001_000000033,A00000033,C0000028,HOME,92 Mill Lane,,Glasgow,Scotland,S20 3BA,GB,Y,2026-05-26 21:34:05,2026-08-02 21:34:05
SRC_ADDRESS_B001_000000034,A00000034,C0000029,HOME,383 Station Road,,Birmingham,West Midlands,YO20 2AA,GB,Y,2023-09-11 05:48:48,2023-09-21 05:48:48
SRC_ADDRESS_B001_000000035,A00000035,C0000029,SHIPPING,22 King Street,,Glasgow,Scotland,EH40 8AA,GB,N,2023-09-04 05:48:48,2023-10-03 05:48:48
SRC_ADDRESS_B001_000000036,A00000036,C0000030,HOME,79 Park Avenue,,Liverpool,Merseyside,LS34 5GH,GB,Y,2024-06-26 19:48:44,2024-08-01 19:48:44
SRC_ADDRESS_B001_000000037,A00000037,C0000031,HOME,278 King Street,,Liverpool,Merseyside,NG66 8AD,GB,Y,2026-01-01 06:46:58,2026-03-25 06:46:58
SRC_ADDRESS_B001_000000038,A00000038,C0000032,HOME,115 Bridge Street,,Nottingham,Nottinghamshire,M1 4DE,GB,Y,2024-01-02 04:36:24,2024-01-08 04:36:24
SRC_ADDRESS_B001_000000039,A00000039,C0000032,SHIPPING,103 King Street,,Bristol,Bristol,EH58 5JK,GB,N,2023-12-20 04:36:24,2024-02-22 04:36:24
SRC_ADDRESS_B001_000000040,A00000040,C0000033,HOME,30 Park Avenue,,London,Greater London,BS62 4AB,GB,Y,2023-02-04 23:44:38,2023-04-22 23:44:38
SRC_ADDRESS_B001_000000041,A00000041,C0000034,HOME,484 Bridge Street,,Sheffield,South Yorkshire,LS11 4DE,GB,Y,2023-10-21 08:34:32,2023-12-12 08:34:32
SRC_ADDRESS_B001_000000042,A00000042,C0000034,SHIPPING,490 King Street,,London,Greater London,EH54 3BA,GB,N,2023-10-18 08:34:32,2023-11-08 08:34:32
SRC_ADDRESS_B001_000000043,A00000043,C0000035,HOME,341 Park Avenue,,London,Greater London,EH4 8BD,GB,Y,2023-07-13 07:59:50,2023-07-25 07:59:50
SRC_ADDRESS_B001_000000044,A00000044,C0000036,HOME,129 Church Lane,,Bristol,Bristol,B84 8GH,GB,Y,2026-03-12 11:16:14,2026-06-01 11:16:14
SRC_ADDRESS_B001_000000045,A00000045,C0000036,SHIPPING,30 Church Lane,,Leeds,West Yorkshire,B17 4EF,GB,N,2026-03-14 11:16:14,2026-05-09 11:16:14
SRC_ADDRESS_B001_000000046,A00000046,C0000037,HOME,162 Bridge Street,,London,Greater London,M80 2DE,GB,Y,2025-04-08 23:34:56,2025-04-29 23:34:56
SRC_ADDRESS_B001_000000047,A00000047,C0000038,HOME,39 Victoria Road,,Birmingham,West Midlands,BS94 3JK,GB,Y,2025-07-20 10:42:47,2025-07-30 10:42:47
SRC_ADDRESS_B001_000000048,A00000048,C0000039,HOME,473 Bridge Street,,Nottingham,Nottinghamshire,M89 8BA,GB,Y,2023-07-11 05:21:21,2023-09-23 05:21:21
SRC_ADDRESS_B001_000000049,A00000049,C0000040,HOME,395 Green Lane,,York,North Yorkshire,L63 3AD,GB,Y,2026-05-01 05:24:28,2026-06-19 05:24:28
SRC_ADDRESS_B001_000000050,A00000050,C0000041,HOME,21 Queens Road,,Bristol,Bristol,L11 3DE,GB,Y,2025-03-25 14:08:20,2025-04-19 14:08:20
SRC_ADDRESS_B001_000000051,A00000051,C0000041,SHIPPING,289 Green Lane,,Cardiff,Wales,G42 6BA,GB,N,2025-03-15 14:08:20,2025-05-05 14:08:20
SRC_ADDRESS_B001_000000052,A00000052,C0000042,HOME,341 Mill Lane,,Bristol,Bristol,EH61 7GH,GB,Y,2025-11-02 21:39:39,2026-01-02 21:39:39
SRC_ADDRESS_B001_000000053,A00000053,C0000043,HOME,334 King Street,,Bristol,Bristol,CF39 3JK,GB,Y,2025-03-16 08:22:51,2025-06-09 08:22:51
SRC_ADDRESS_B001_000000054,A00000054,C0000043,SHIPPING,380 Station Road,,Edinburgh,Scotland,EH19 5GH,GB,N,2025-03-14 08:22:51,2025-05-20 08:22:51
SRC_ADDRESS_B001_000000055,A00000055,C0000044,HOME,286 Church Lane,,Edinburgh,Scotland,LS39 6AB,GB,Y,2024-07-14 04:11:03,2024-09-23 04:11:03
SRC_ADDRESS_B001_000000056,A00000056,C0000045,HOME,219 Market Street,,Glasgow,Scotland,BS91 6PR,GB,Y,2026-08-04 20:03:16,2026-08-27 20:03:16
SRC_ADDRESS_B001_000000057,A00000057,C0000045,SHIPPING,31 The Crescent,,York,North Yorkshire,BS5 1AB,GB,N,2026-08-16 20:03:16,2026-09-04 20:03:16
SRC_ADDRESS_B001_000000058,A00000058,C0000046,HOME,454 High Street,,Sheffield,South Yorkshire,BS47 1GH,GB,Y,2026-04-25 01:57:06,2026-05-06 01:57:06
SRC_ADDRESS_B001_000000059,A00000059,C0000046,SHIPPING,148 The Crescent,,Cardiff,Wales,CF92 2BA,GB,N,2026-04-29 01:57:06,2026-07-12 01:57:06
SRC_ADDRESS_B001_000000060,A00000060,C0000047,HOME,38 Queens Road,,Nottingham,Nottinghamshire,EH75 1EF,GB,Y,2023-11-17 01:14:06,2023-12-11 01:14:06
SRC_ADDRESS_B001_000000061,A00000061,C0000048,HOME,269 Victoria Road,Flat 16,Cardiff,Wales,BS29 7GH,GB,Y,2025-01-27 12:56:26,2025-04-18 12:56:26
SRC_ADDRESS_B001_000000062,A00000062,C0000048,SHIPPING,321 Green Lane,,Sheffield,South Yorkshire,B50 7GH,GB,N,2025-02-02 12:56:26,2025-02-08 12:56:26
SRC_ADDRESS_B001_000000063,A00000063,C0000049,HOME,233 King Street,,Edinburgh,Scotland,NG36 7GH,GB,Y,2023-06-10 08:36:32,2023-08-15 08:36:32
SRC_ADDRESS_B001_000000064,A00000064,C0000049,SHIPPING,385 King Street,,London,Greater London,M59 7AD,GB,N,2023-06-08 08:36:32,2023-08-22 08:36:32
SRC_ADDRESS_B001_000000065,A00000065,C0000050,HOME,195 King Street,,Birmingham,West Midlands,M89 3EF,GB,Y,2026-07-20 03:38:16,2026-09-29 03:38:16
SRC_ADDRESS_B001_000000066,A00000066,C0000051,HOME,229 Bridge Street,,Manchester,Greater Manchester,M50 1JK,GB,Y,2023-04-30 17:27:57,2023-05-12 17:27:57
SRC_ADDRESS_B001_000000067,A00000067,C0000052,HOME,206 Park Avenue,Flat 33,Birmingham,West Midlands,M39 2BD,GB,Y,2024-10-09 08:52:09,2024-12-16 08:52:09
SRC_ADDRESS_B001_000000068,A00000068,C0000052,SHIPPING,418 Victoria Road,,Glasgow,Scotland,S37 5AA,GB,N,2024-09-15 08:52:09,2024-09-18 08:52:09
SRC_ADDRESS_B001_000000069,A00000069,C0000053,HOME,308 The Crescent,,Nottingham,Nottinghamshire,YO26 7PR,GB,Y,2026-02-26 14:57:42,2026-03-29 14:57:42
SRC_ADDRESS_B001_000000070,A00000070,C0000054,HOME,389 Green Lane,Flat 20,Birmingham,West Midlands,M39 7AB,GB,Y,2023-11-07 11:06:13,2024-01-16 11:06:13
SRC_ADDRESS_B001_000000071,A00000071,C0000055,HOME,17 Mill Lane,,Cardiff,Wales,YO50 7AD,GB,Y,2024-09-25 00:01:13,2024-11-15 00:01:13
SRC_ADDRESS_B001_000000072,A00000072,C0000056,HOME,396 King Street,,London,Greater London,CF48 8AB,GB,Y,2023-02-11 06:16:03,2023-02-21 06:16:03
SRC_ADDRESS_B001_000000073,A00000073,C0000057,HOME,127 Mill Lane,,Birmingham,West Midlands,CF8 8AD,GB,Y,2025-01-21 23:22:46,2025-03-27 23:22:46
SRC_ADDRESS_B001_000000074,A00000074,C0000058,HOME,309 Church Lane,,Nottingham,Nottinghamshire,G55 1AD,GB,Y,2024-03-02 12:30:26,2024-05-07 12:30:26
SRC_ADDRESS_B001_000000075,A00000075,C0000059,HOME,2 The Crescent,,York,North Yorkshire,B83 5JK,GB,Y,2025-04-04 09:42:40,2025-05-02 09:42:40
SRC_ADDRESS_B001_000000076,A00000076,C0000060,HOME,426 Queens Road,,Glasgow,Scotland,YO27 4BA,GB,Y,2023-11-30 13:03:53,2023-12-25 13:03:53
SRC_ADDRESS_B001_000000077,A00000077,C0000061,HOME,279 Park Avenue,Flat 8,Sheffield,South Yorkshire,S96 6AB,GB,Y,2024-08-27 15:22:26,2024-11-22 15:22:26
SRC_ADDRESS_B001_000000078,A00000078,C0000062,HOME,403 Market Street,,Leeds,West Yorkshire,LS74 3JK,GB,Y,2023-10-21 06:54:46,2023-11-18 06:54:46
SRC_ADDRESS_B001_000000079,A00000079,C0000063,HOME,431 Mill Lane,,Cardiff,Wales,M66 6BA,GB,Y,2025-12-02 13:15:51,2026-02-26 13:15:51
SRC_ADDRESS_B001_000000080,A00000080,C0000064,HOME,128 Church Lane,,London,Greater London,BS97 8EF,GB,Y,2025-04-12 09:30:10,2025-05-08 09:30:10
SRC_ADDRESS_B001_000000081,A00000081,C0000064,SHIPPING,327 Church Lane,,London,Greater London,CF1 1AB,GB,N,2025-03-20 09:30:10,2025-05-27 09:30:10
SRC_ADDRESS_B001_000000082,A00000082,C0000065,HOME,370 Bridge Street,,London,Greater London,EH62 2DE,GB,Y,2026-04-18 18:31:05,2026-06-19 18:31:05
SRC_ADDRESS_B001_000000083,A00000083,C0000066,HOME,293 Green Lane,,Nottingham,Nottinghamshire,L85 5BD,GB,Y,2024-07-17 10:02:37,2024-08-22 10:02:37
SRC_ADDRESS_B001_000000084,A00000084,C0000067,HOME,135 Church Lane,,Edinburgh,Scotland,BS62 4BD,GB,Y,2024-12-03 11:54:13,2025-01-14 11:54:13
SRC_ADDRESS_B001_000000085,A00000085,C0000068,HOME,192 King Street,,Manchester,Greater Manchester,M57 6BD,GB,Y,2025-08-22 08:21:49,2025-10-26 08:21:49
SRC_ADDRESS_B001_000000086,A00000086,C0000069,HOME,364 Church Lane,,Cardiff,Wales,YO6 4AA,GB,Y,2023-08-09 07:40:55,2023-10-13 07:40:55
SRC_ADDRESS_B001_000000087,A00000087,C0000070,HOME,340 Victoria Road,,York,North Yorkshire,CF51 8EF,GB,Y,2025-10-19 18:33:39,2025-12-21 18:33:39
SRC_ADDRESS_B001_000000088,A00000088,C0000070,SHIPPING,247 Mill Lane,,York,North Yorkshire,CF39 8BD,GB,N,2025-10-26 18:33:39,2025-12-31 18:33:39
SRC_ADDRESS_B001_000000089,A00000089,C0000071,HOME,461 Mill Lane,,Bristol,Bristol,EH45 4PR,GB,Y,2024-08-09 16:20:29,2024-09-21 16:20:29
SRC_ADDRESS_B001_000000090,A00000090,C0000072,HOME,5 Bridge Street,,Birmingham,West Midlands,YO2 3AA,GB,Y,2026-01-25 16:29:22,2026-04-19 16:29:22
SRC_ADDRESS_B001_000000091,A00000091,C0000073,HOME,184 Green Lane,Flat 35,Nottingham,Nottinghamshire,BS85 4PR,GB,Y,2023-02-28 20:28:48,2023-04-29 20:28:48
SRC_ADDRESS_B001_000000092,A00000092,C0000073,SHIPPING,149 The Crescent,Flat 5,Nottingham,Nottinghamshire,BS5 4EF,GB,N,2023-03-06 20:28:48,2023-05-07 20:28:48
SRC_ADDRESS_B001_000000093,A00000093,C0000074,HOME,160 High Street,,Leeds,West Yorkshire,LS86 1BD,GB,Y,2026-03-12 04:21:23,2026-03-28 04:21:23
SRC_ADDRESS_B001_000000094,A00000094,C0000074,SHIPPING,265 Park Avenue,,Glasgow,Scotland,G92 7JK,GB,N,2026-02-21 04:21:23,2026-03-28 04:21:23
SRC_ADDRESS_B001_000000095,A00000095,C0000075,HOME,222 King Street,Flat 37,Birmingham,West Midlands,EH58 1GH,GB,Y,2024-09-21 03:52:00,2024-09-25 03:52:00
SRC_ADDRESS_B001_000000096,A00000096,C0000076,HOME,484 Bridge Street,,Leeds,West Yorkshire,G18 2BA,GB,Y,2025-05-14 18:04:03,2025-06-28 18:04:03
SRC_ADDRESS_B001_000000097,A00000097,C0000077,HOME,227 Bridge Street,Flat 26,Cardiff,Wales,M18 4JK,GB,Y,2023-03-20 13:08:11,2023-04-08 13:08:11
SRC_ADDRESS_B001_000000098,A00000098,C0000077,SHIPPING,265 Bridge Street,,Nottingham,Nottinghamshire,NG59 3AA,GB,N,2023-03-25 13:08:11,2023-04-09 13:08:11
SRC_ADDRESS_B001_000000099,A00000099,C0000078,HOME,480 Market Street,,Nottingham,Nottinghamshire,G63 4EF,GB,Y,2024-10-14 11:26:53,2024-11-29 11:26:53
SRC_ADDRESS_B001_000000100,A00000100,C0000079,HOME,227 Station Road,,Leeds,West Yorkshire,LS63 2PR,GB,Y,2024-01-17 22:03:37,2024-01-27 22:03:37
SRC_ADDRESS_B001_000000101,A00000101,C0000080,HOME,160 Market Street,,Cardiff,Wales,YO63 3AA,GB,Y,2026-01-28 22:13:43,2026-04-20 22:13:43
SRC_ADDRESS_B001_000000102,A00000102,C0000081,HOME,386 King Street,,Liverpool,Merseyside,CF6 5EF,GB,Y,2023-05-21 00:09:18,2023-06-13 00:09:18
SRC_ADDRESS_B001_000000103,A00000103,C0000082,HOME,310 Green Lane,Flat 37,Glasgow,Scotland,BS56 6BD,GB,Y,2026-06-06 13:10:03,2026-07-28 13:10:03
SRC_ADDRESS_B001_000000104,A00000104,C0000083,HOME,326 High Street,,Sheffield,South Yorkshire,BS32 7AB,GB,Y,2025-11-04 12:47:59,2026-01-03 12:47:59
SRC_ADDRESS_B001_000000105,A00000105,C0000083,SHIPPING,34 Victoria Road,,Bristol,Bristol,L7 7EF,GB,N,2025-11-15 12:47:59,2026-02-01 12:47:59
SRC_ADDRESS_B001_000000106,A00000106,C0000084,HOME,454 Park Avenue,Flat 9,Birmingham,West Midlands,B45 4BD,GB,Y,2024-05-30 02:52:31,2024-05-30 02:52:31
SRC_ADDRESS_B001_000000107,A00000107,C0000085,HOME,349 Queens Road,Flat 33,Glasgow,Scotland,EH21 1AB,GB,Y,2025-11-29 05:23:16,2026-01-07 05:23:16
SRC_ADDRESS_B001_000000108,A00000108,C0000086,HOME,38 High Street,,Nottingham,Nottinghamshire,S34 5JK,GB,Y,2023-06-26 22:36:21,2023-08-20 22:36:21
SRC_ADDRESS_B001_000000109,A00000109,C0000086,SHIPPING,27 Station Road,,Glasgow,Scotland,LS68 4JK,GB,N,2023-06-28 22:36:21,2023-09-17 22:36:21
SRC_ADDRESS_B001_000000110,A00000110,C0000087,HOME,281 Station Road,Flat 2,Edinburgh,Scotland,CF91 8AD,GB,Y,2024-08-25 14:46:19,2024-11-07 14:46:19
SRC_ADDRESS_B001_000000111,A00000111,C0000088,HOME,307 Mill Lane,,London,Greater London,S97 7BA,GB,Y,2026-06-03 05:32:26,2026-08-24 05:32:26
SRC_ADDRESS_B001_000000112,A00000112,C0000089,HOME,106 Victoria Road,,Manchester,Greater Manchester,LS91 1AD,GB,Y,2025-06-26 01:45:36,2025-07-03 01:45:36
SRC_ADDRESS_B001_000000113,A00000113,C0000089,SHIPPING,414 Queens Road,,Nottingham,Nottinghamshire,B36 6AB,GB,N,2025-06-12 01:45:36,2025-06-19 01:45:36
SRC_ADDRESS_B001_000000114,A00000114,C0000090,HOME,208 High Street,,Glasgow,Scotland,YO34 2BA,GB,Y,2024-01-11 19:39:07,2024-03-15 19:39:07
SRC_ADDRESS_B001_000000115,A00000115,C0000091,HOME,243 Green Lane,,York,North Yorkshire,BS53 7BA,GB,Y,2023-03-27 19:03:00,2023-06-02 19:03:00
SRC_ADDRESS_B001_000000116,A00000116,C0000092,HOME,205 Park Avenue,,Manchester,Greater Manchester,NG34 6JK,GB,Y,2023-12-21 03:45:43,2024-02-29 03:45:43
SRC_ADDRESS_B001_000000117,A00000117,C0000093,HOME,190 Church Lane,,London,Greater London,S50 7AD,GB,Y,2024-12-08 22:13:43,2025-01-29 22:13:43
SRC_ADDRESS_B001_000000118,A00000118,C0000094,HOME,389 High Street,,London,Greater London,NG41 3EF,GB,Y,2024-06-14 00:59:18,2024-09-07 00:59:18
SRC_ADDRESS_B001_000000119,A00000119,C0000094,SHIPPING,28 Queens Road,,Sheffield,South Yorkshire,CF45 7AD,GB,N,2024-06-10 00:59:18,2024-08-10 00:59:18
SRC_ADDRESS_B001_000000120,A00000120,C0000095,HOME,254 Church Lane,Flat 26,London,Greater London,L47 4AB,GB,Y,2023-04-19 14:07:46,2023-04-25 14:07:46
SRC_ADDRESS_B001_000000121,A00000121,C0000096,HOME,453 Park Avenue,Flat 26,Sheffield,South Yorkshire,L28 7JK,GB,Y,2024-01-11 16:45:06,2024-02-18 16:45:06
SRC_ADDRESS_B001_000000122,A00000122,C0000096,SHIPPING,185 The Crescent,,York,North Yorkshire,CF88 4BD,GB,N,2024-01-11 16:45:06,2024-02-29 16:45:06
SRC_ADDRESS_B001_000000123,A00000123,C0000097,HOME,354 Station Road,,Sheffield,South Yorkshire,G93 7AD,GB,Y,2025-07-15 13:06:52,2025-09-07 13:06:52
SRC_ADDRESS_B001_000000124,A00000124,C0000098,HOME,28 King Street,,Leeds,West Yorkshire,BS13 2JK,GB,Y,2023-09-01 22:46:07,2023-09-26 22:46:07
SRC_ADDRESS_B001_000000125,A00000125,C0000099,HOME,374 Victoria Road,,Liverpool,Merseyside,LS86 1AA,GB,Y,2024-05-25 00:45:44,2024-05-29 00:45:44
SRC_ADDRESS_B001_000000126,A00000126,C0000099,SHIPPING,201 King Street,Flat 5,Birmingham,West Midlands,YO48 5AA,GB,N,2024-05-12 00:45:44,2024-05-12 00:45:44
SRC_ADDRESS_B001_000000127,A00000127,C0000100,HOME,455 King Street,,Leeds,West Yorkshire,BS68 5BA,GB,Y,2024-10-13 03:56:34,2024-10-27 03:56:34
SRC_ADDRESS_B001_000000128,A00000128,C0000100,SHIPPING,69 Bridge Street,Flat 31,Birmingham,West Midlands,NG44 3AD,GB,N,2024-10-01 03:56:34,2024-11-07 03:56:34
SRC_ADDRESS_B001_000000129,A00000129,C0000101,HOME,223 The Crescent,,Sheffield,South Yorkshire,L64 3AB,GB,Y,2024-04-10 06:59:02,2024-05-04 06:59:02
SRC_ADDRESS_B001_000000130,A00000130,C0000101,SHIPPING,292 Park Avenue,,London,Greater London,BS25 8AB,GB,N,2024-04-08 06:59:02,2024-04-11 06:59:02
SRC_ADDRESS_B001_000000131,A00000131,C0000102,HOME,452 Victoria Road,,Liverpool,Merseyside,B21 3EF,GB,Y,2026-01-17 16:09:11,2026-01-28 16:09:11
SRC_ADDRESS_B001_000000132,A00000132,C0000102,SHIPPING,278 King Street,,Nottingham,Nottinghamshire,YO95 7BD,GB,N,2026-01-09 16:09:11,2026-03-06 16:09:11
SRC_ADDRESS_B001_000000133,A00000133,C0000103,HOME,454 Market Street,,Glasgow,Scotland,EH46 8JK,GB,Y,2023-05-10 04:10:27,2023-06-24 04:10:27
SRC_ADDRESS_B001_000000134,A00000134,C0000104,HOME,405 Victoria Road,,Edinburgh,Scotland,YO41 2BD,GB,Y,2024-11-25 06:43:22,2025-02-11 06:43:22
SRC_ADDRESS_B001_000000135,A00000135,C0000105,HOME,133 Park Avenue,,Bristol,Bristol,CF69 8AD,GB,Y,2025-09-27 04:07:27,2025-12-17 04:07:27
SRC_ADDRESS_B001_000000136,A00000136,C0000106,HOME,423 Mill Lane,,Nottingham,Nottinghamshire,B93 2JK,GB,Y,2025-05-06 19:35:21,2025-06-07 19:35:21
SRC_ADDRESS_B001_000000137,A00000137,C0000106,SHIPPING,173 High Street,,Sheffield,South Yorkshire,EH2 5PR,GB,N,2025-05-03 19:35:21,2025-07-12 19:35:21
SRC_ADDRESS_B001_000000138,A00000138,C0000107,HOME,193 High Street,,Birmingham,West Midlands,LS89 1EF,GB,Y,2025-07-17 18:39:36,2025-10-04 18:39:36
SRC_ADDRESS_B001_000000139,A00000139,C0000107,SHIPPING,179 Market Street,,York,North Yorkshire,BS38 3EF,GB,N,2025-07-01 18:39:36,2025-07-25 18:39:36
SRC_ADDRESS_B001_000000140,A00000140,C0000108,HOME,1 Station Road,,Cardiff,Wales,LS8 3BA,GB,Y,2025-11-28 03:34:30,2026-02-16 03:34:30
SRC_ADDRESS_B001_000000141,A00000141,C0000109,HOME,226 Park Avenue,Flat 23,London,Greater London,S88 3BA,GB,Y,2025-06-26 22:17:27,2025-07-28 22:17:27
SRC_ADDRESS_B001_000000142,A00000142,C0000110,HOME,218 Green Lane,,Bristol,Bristol,CF28 6PR,GB,Y,2023-02-21 02:11:11,2023-03-08 02:11:11
SRC_ADDRESS_B001_000000143,A00000143,C0000111,HOME,184 King Street,,Sheffield,South Yorkshire,NG90 6DE,GB,Y,2026-02-27 03:56:04,2026-03-09 03:56:04
SRC_ADDRESS_B001_000000144,A00000144,C0000111,SHIPPING,423 Market Street,Flat 23,Sheffield,South Yorkshire,LS28 3GH,GB,N,2026-02-22 03:56:04,2026-05-15 03:56:04
SRC_ADDRESS_B001_000000145,A00000145,C0000112,HOME,338 Station Road,,York,North Yorkshire,EH37 6AA,GB,Y,2025-01-02 02:21:04,2025-01-19 02:21:04
SRC_ADDRESS_B001_000000146,A00000146,C0000113,HOME,13 High Street,Flat 19,London,Greater London,NG3 8GH,GB,Y,2025-02-26 19:06:01,2025-05-22 19:06:01
SRC_ADDRESS_B001_000000147,A00000147,C0000114,HOME,360 Park Avenue,,York,North Yorkshire,EH96 5GH,GB,Y,2023-12-14 00:54:11,2024-01-29 00:54:11
SRC_ADDRESS_B001_000000148,A00000148,C0000115,HOME,434 Bridge Street,,Leeds,West Yorkshire,B59 1AB,GB,Y,2024-04-13 14:31:01,2024-05-18 14:31:01
