source_record_id,address_id,customer_id,address_type,address_line_1,address_line_2,city,state_region,postal_code,country_code,is_primary,created_at,updated_at
SRC_ADDRESS_B002_000000035,A00025808,C0020168,HOME,186 Church Lane,Flat 39,York,Nottinghamshire,LS39 6AB,GB,Y,2026-06-07 15:47:20,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000036,A00024563,C0019197,HOME,35 Church Lane,,Sheffield,North Yorkshire,LS10 7AB,GB,Y,2024-04-09 19:00:39,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000037,A00034966,C0027345,SHIPPING,315 Park Avenue,,York,West Midlands,LS62 6AB,GB,N,2025-10-25 14:04:43,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000038,A00027254,C0021302,HOME,331 The Crescent,,Leeds,Greater Manchester,LS41 5AB,GB,Y,2023-05-29 21:54:20,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000039,A00038481,C0030066,SHIPPING,464 Bridge Street,,Leeds,Scotland,LS39 1AB,GB,N,2025-08-17 19:28:39,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000040,A00011791,C0009168,HOME,297 Station Road,,Leeds,Bristol,LS58 4AB,GB,Y,2026-03-07 03:45:07,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000041,A00039313,C0030716,HOME,68 Green Lane,,Bristol,Greater London,LS53 7AB,GB,Y,2023-10-24 23:28:51,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000042,A00040995,C0032022,HOME,392 King Street,,Manchester,South Yorkshire,LS94 3AB,GB,Y,2025-07-25 21:49:49,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000043,A00006850,C0005327,SHIPPING,218 Queens Road,,Sheffield,South Yorkshire,LS91 4AB,GB,N,2026-03-05 11:55:47,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000044,A00060859,C0047533,HOME,34 The Crescent,,Manchester,West Midlands,LS21 1AB,GB,Y,2024-07-23 02:51:53,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000045,A00014995,C0011693,SHIPPING,155 Church Lane,,York,Greater Manchester,LS52 5AB,GB,N,2023-12-28 09:48:55,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000046,A00059613,C0046576,HOME,101 Park Avenue,,Manchester,North Yorkshire,LS03 1AB,GB,Y,2025-04-14 15:27:37,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000047,A00007212,C0005608,HOME,239 Mill Lane,,Bristol,North Yorkshire,LS84 7AB,GB,Y,2026-02-13 12:04:36,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000048,A00028911,C0022592,HOME,212 Victoria Road,,Bristol,South Yorkshire,LS42 5AB,GB,Y,2023-11-09 16:15:01,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000049,A00034982,C0027359,HOME,470 Bridge Street,,York,Greater Manchester,LS66 1AB,GB,Y,2026-05-15 16:07:45,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000050,A00043987,C0034371,HOME,111 High Street,,Bristol,Scotland,LS07 5AB,GB,Y,2025-04-01 03:43:14,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000051,A00004333,C0003363,HOME,279 Market Street,,Leeds,West Yorkshire,LS56 4AB,GB,Y,2024-08-13 01:46:41,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000052,A00002304,C0001799,HOME,62 Bridge Street,Flat 39,Leeds,Scotland,LS96 3AB,GB,Y,2023-09-07 20:23:49,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000053,A00014847,C0011576,SHIPPING,69 King Street,Flat 5,York,North Yorkshire,LS85 4AB,GB,N,2025-06-02 18:34:34,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000054,A00017854,C0013937,SHIPPING,418 Market Street,,York,Scotland,LS98 4AB,GB,N,2025-07-24 12:46:31,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000055,A00018533,C0014467,HOME,235 Market Street,,Bristol,West Yorkshire,LS30 3AB,GB,Y,2024-10-27 15:09:18,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000056,A00038618,C0030171,SHIPPING,449 Church Lane,,Manchester,Scotland,LS24 5AB,GB,N,2023-08-07 05:56:10,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000057,A00037316,C0029162,HOME,430 Station Road,,Bristol,Merseyside,LS52 8AB,GB,Y,2026-06-17 03:23:42,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000058,A00019437,C0015176,HOME,82 Station Road,,Manchester,North Yorkshire,LS86 4AB,GB,Y,2025-11-18 18:48:14,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000059,A00043140,C0033711,HOME,76 Station Road,,Bristol,North Yorkshire,LS20 1AB,GB,Y,2025-02-18 17:53:40,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000060,A00038298,C0029928,HOME,442 The Crescent,,Leeds,South Yorkshire,LS82 1AB,GB,Y,2024-06-13 13:27:41,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000061,A00030548,C0023866,SHIPPING,67 Station Road,,Manchester,Nottinghamshire,LS08 5AB,GB,N,2026-03-30 13:29:15,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000062,A00039912,C0031187,HOME,448 Station Road,,York,West Midlands,LS10 7AB,GB,Y,2025-07-19 01:56:34,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000063,A00026168,C0020445,SHIPPING,232 Park Avenue,,York,North Yorkshire,LS76 2AB,GB,N,2024-03-22 08:41:36,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000064,A00040150,C0031376,HOME,370 Queens Road,,Manchester,North Yorkshire,LS66 6AB,GB,Y,2025-06-13 10:45:47,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000065,A00045279,C0035379,SHIPPING,166 Park Avenue,,Leeds,Greater London,LS36 5AB,GB,N,2024-02-28 22:41:56,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000066,A00034634,C0027081,HOME,5 Victoria Road,,York,Greater Manchester,LS79 4AB,GB,Y,2026-08-18 07:55:10,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000067,A00042773,C0033419,HOME,37 High Street,,Bristol,Greater London,LS04 1AB,GB,Y,2025-04-20 16:42:43,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000068,A00055547,C0043387,SHIPPING,192 Green Lane,,York,Bristol,LS48 1AB,GB,N,2023-12-16 20:01:05,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000069,A00014702,C0011464,HOME,254 Station Road,,Leeds,Greater London,LS73 1AB,GB,Y,2023-03-22 21:25:59,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000070,A00052403,C0040942,HOME,174 Queens Road,,Leeds,Scotland,LS89 8AB,GB,Y,2023-05-29 08:47:01,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000071,A00036408,C0028459,HOME,238 Station Road,,Manchester,Scotland,LS81 4AB,GB,Y,2026-03-16 16:15:02,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000072,A00016504,C0012867,HOME,432 Station Road,,Bristol,North Yorkshire,LS78 2AB,GB,Y,2023-08-04 04:43:58,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000073,A00011323,C0008796,HOME,64 Victoria Road,,Leeds,West Midlands,LS71 8AB,GB,Y,2024-03-10 22:28:49,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000074,A00045046,C0035196,HOME,42 High Street,,Leeds,Merseyside,LS09 1AB,GB,Y,2025-09-13 19:17:49,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000075,A00019443,C0015181,HOME,52 Green Lane,,Manchester,Greater London,LS47 1AB,GB,Y,2023-10-19 09:59:57,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000076,A00033857,C0026485,SHIPPING,30 The Crescent,,Sheffield,West Yorkshire,LS28 5AB,GB,N,2023-06-05 20:50:26,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000077,A00024670,C0019280,SHIPPING,373 Station Road,,Bristol,Bristol,LS04 8AB,GB,N,2023-03-30 21:27:54,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000078,A00027097,C0021176,HOME,498 High Street,Flat 20,Bristol,West Midlands,LS91 2AB,GB,Y,2025-06-15 10:10:04,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000079,A00063333,C0049475,HOME,36 Mill Lane,,Manchester,West Yorkshire,LS67 5AB,GB,Y,2024-07-05 08:22:26,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000080,A00001327,C0001038,HOME,39 Park Avenue,,Sheffield,North Yorkshire,LS31 5AB,GB,Y,2024-09-30 00:24:33,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000081,A00027581,C0021561,HOME,479 Church Lane,,Manchester,Scotland,LS92 4AB,GB,Y,2023-06-22 10:04:44,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000082,A00028220,C0022060,HOME,43 High Street,Flat 14,Bristol,Bristol,LS09 1AB,GB,Y,2025-12-17 19:12:56,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000083,A00052261,C0040827,HOME,405 Green Lane,,Leeds,Merseyside,LS92 6AB,GB,Y,2025-11-12 04:39:41,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000084,A00022698,C0017741,HOME,439 Station Road,,York,Wales,LS95 2AB,GB,Y,2026-05-03 13:19:47,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000085,A00049560,C0038727,HOME,19 Mill Lane,,Manchester,Greater Manchester,LS38 3AB,GB,Y,2024-04-16 07:26:20,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000086,A00034867,C0027267,HOME,330 Market Street,,Bristol,South Yorkshire,LS52 2AB,GB,Y,2024-06-12 15:22:58,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000087,A00049493,C0038670,HOME,241 King Street,,Leeds,Greater Manchester,LS51 6AB,GB,Y,2024-11-05 21:52:16,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000088,A00006624,C0005144,HOME,256 Church Lane,,Manchester,Greater London,LS73 8AB,GB,Y,2025-07-30 13:06:00,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000089,A00017458,C0013622,HOME,492 Park Avenue,,Leeds,South Yorkshire,LS63 8AB,GB,Y,2026-04-11 08:26:52,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000090,A00054532,C0042609,HOME,415 Market Street,Flat 39,Manchester,Wales,LS81 4AB,GB,Y,2026-05-26 21:44:25,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000091,A00008498,C0006579,SHIPPING,259 Park Avenue,,Bristol,West Midlands,LS21 7AB,GB,N,2025-12-26 15:55:30,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000092,A00041777,C0032639,HOME,207 Church Lane,,Manchester,West Midlands,LS93 8AB,GB,Y,2025-09-16 11:18:00,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000093,A00037119,C0029003,SHIPPING,267 Green Lane,,Bristol,West Yorkshire,LS43 3AB,GB,N,2023-05-29 23:12:34,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000094,A00051867,C0040511,HOME,251 King Street,,York,Wales,LS89 1AB,GB,Y,2025-09-29 18:58:10,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000095,A00024090,C0018831,SHIPPING,186 Bridge Street,,York,Bristol,LS68 2AB,GB,N,2026-02-25 10:32:50,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000096,A00007847,C0006081,SHIPPING,11 Bridge Street,,Leeds,Scotland,LS03 2AB,GB,N,2026-01-18 14:17:06,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000097,A00025928,C0020259,HOME,268 Mill Lane,,Sheffield,Greater Manchester,LS72 3AB,GB,Y,2023-08-08 21:48:12,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000098,A00009682,C0007495,HOME,438 The Crescent,,Leeds,Merseyside,LS59 7AB,GB,Y,2023-10-10 10:51:15,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000099,A00009189,C0007113,HOME,59 Mill Lane,Flat 26,Leeds,Merseyside,LS87 3AB,GB,Y,2026-04-19 14:59:51,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000100,A00060402,C0047179,HOME,240 The Crescent,,Leeds,Wales,LS37 1AB,GB,Y,2025-07-27 21:35:26,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000101,A00053594,C0041877,HOME,276 Station Road,,Leeds,Merseyside,LS01 6AB,GB,Y,2023-05-05 09:01:08,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000102,A00020019,C0015634,HOME,105 Park Avenue,,Sheffield,Greater Manchester,LS81 1AB,GB,Y,2024-11-26 00:37:29,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000103,A00006228,C0004835,HOME,285 King Street,,Bristol,Scotland,LS46 4AB,GB,Y,2023-04-21 15:36:49,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000104,A00052729,C0041197,HOME,44 High Street,,Sheffield,Nottinghamshire,LS95 2AB,GB,Y,2025-03-10 05:33:46,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000105,A00052230,C0040803,HOME,220 Bridge Street,,Sheffield,Merseyside,LS67 8AB,GB,Y,2026-01-04 13:12:40,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000106,A00028583,C0022335,HOME,444 Station Road,,Sheffield,Greater Manchester,LS59 4AB,GB,Y,2025-01-17 08:09:22,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000107,A00032706,C0025574,SHIPPING,75 Station Road,,Leeds,Greater Manchester,LS33 7AB,GB,N,2024-01-03 12:56:07,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000108,A00049839,C0038939,HOME,220 Market Street,,Leeds,West Midlands,LS70 6AB,GB,Y,2024-03-09 07:32:19,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000109,A00034695,C0027132,HOME,463 Queens Road,,York,Scotland,LS98 1AB,GB,Y,2024-03-01 08:02:39,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000110,A00028606,C0022352,HOME,93 Queens Road,,Leeds,Nottinghamshire,LS36 6AB,GB,Y,2023-10-01 10:51:22,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000111,A00051975,C0040594,HOME,402 Station Road,,Manchester,Scotland,LS21 7AB,GB,Y,2024-01-28 09:50:38,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000112,A00002163,C0001688,HOME,378 Church Lane,,York,Merseyside,LS42 7AB,GB,Y,2023-03-06 22:44:07,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000113,A00047477,C0037095,HOME,150 The Crescent,,Sheffield,North Yorkshire,LS65 5AB,GB,Y,2024-03-10 19:27:54,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000114,A00042164,C0032930,HOME,395 High Street,,Leeds,Wales,LS02 5AB,GB,Y,2024-03-27 07:51:06,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000115,A00020922,C0016355,HOME,29 Green Lane,,Manchester,South Yorkshire,LS98 5AB,GB,Y,2023-03-21 22:43:44,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000116,A00044914,C0035094,HOME,58 Queens Road,,Manchester,North Yorkshire,LS25 8AB,GB,Y,2026-05-20 00:41:14,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000117,A00046807,C0036577,HOME,17 Green Lane,,Sheffield,North Yorkshire,LS64 3AB,GB,Y,2025-03-02 22:08:28,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000118,A00039606,C0030949,HOME,109 Church Lane,,York,Greater Manchester,LS98 8AB,GB,Y,2026-04-18 18:21:58,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000119,A00047190,C0036876,HOME,259 The Crescent,Flat 35,Sheffield,Scotland,LS01 2AB,GB,Y,2025-12-11 04:24:20,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000120,A00024396,C0019063,SHIPPING,411 High Street,,York,Greater Manchester,LS72 2AB,GB,N,2023-01-16 14:17:35,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000121,A00059337,C0046367,HOME,129 Church Lane,,Sheffield,North Yorkshire,LS32 5AB,GB,Y,2026-01-29 10:08:45,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000122,A00055862,C0043642,HOME,173 The Crescent,Flat 35,Manchester,Scotland,LS81 6AB,GB,Y,2026-01-27 05:25:55,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000123,A00011880,C0009241,HOME,171 Church Lane,,York,Wales,LS82 8AB,GB,Y,2023-12-14 15:26:42,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000124,A00002670,C0002074,HOME,29 Mill Lane,,Sheffield,Scotland,LS02 2AB,GB,Y,2024-10-23 10:09:31,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000125,A00061910,C0048355,HOME,290 High Street,,Leeds,South Yorkshire,LS51 7AB,GB,Y,2026-08-23 00:33:07,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000126,A00058956,C0046061,HOME,73 Mill Lane,,Leeds,North Yorkshire,LS86 8AB,GB,Y,2023-04-18 05:30:51,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000127,A00058155,C0045418,HOME,117 Green Lane,,Sheffield,West Yorkshire,LS98 3AB,GB,Y,2023-12-27 03:42:52,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000128,A00001929,C0001508,HOME,258 Church Lane,,Sheffield,West Yorkshire,LS25 3AB,GB,Y,2026-05-08 07:18:18,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000129,A00057312,C0044769,HOME,200 Mill Lane,Flat 38,Bristol,Greater London,LS49 6AB,GB,Y,2026-03-09 06:26:05,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000130,A00004847,C0003760,SHIPPING,179 Market Street,,Bristol,Greater London,LS39 7AB,GB,N,2025-08-26 14:59:13,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000131,A00053157,C0041535,SHIPPING,117 Park Avenue,,Bristol,Scotland,LS81 4AB,GB,N,2025-12-03 14:44:51,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000132,A00039930,C0031198,SHIPPING,480 Green Lane,,Leeds,North Yorkshire,LS69 7AB,GB,N,2023-05-02 23:18:39,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000133,A00029574,C0023108,HOME,438 Station Road,,Manchester,West Midlands,LS72 3AB,GB,Y,2026-05-25 02:49:40,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000134,A00033846,C0026477,HOME,260 Market Street,,Manchester,South Yorkshire,LS18 2AB,GB,Y,2026-05-03 20:06:24,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000135,A00055051,C0043011,HOME,237 Park Avenue,,Sheffield,West Yorkshire,LS64 8AB,GB,Y,2024-02-26 21:10:15,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000136,A00005822,C0004517,HOME,44 The Crescent,Flat 9,Leeds,West Yorkshire,LS47 7AB,GB,Y,2024-04-22 09:18:08,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000137,A00018434,C0014388,HOME,310 Green Lane,,Leeds,Wales,LS64 5AB,GB,Y,2023-08-08 07:52:04,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000138,A00017046,C0013301,HOME,258 Queens Road,,Sheffield,West Midlands,LS81 7AB,GB,Y,2023-10-28 06:50:51,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000139,A00018579,C0014498,SHIPPING,388 Station Road,,Bristol,West Yorkshire,LS30 7AB,GB,N,2025-08-01 20:49:54,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000140,A00002213,C0001728,HOME,57 Bridge Street,Flat 27,Sheffield,Merseyside,LS70 3AB,GB,Y,2025-06-23 05:41:57,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000141,A00024138,C0018865,HOME,290 High Street,,Leeds,Merseyside,LS70 7AB,GB,Y,2023-08-07 12:39:05,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000142,A00049506,C0038681,SHIPPING,158 Queens Road,,Sheffield,Greater Manchester,LS47 2AB,GB,N,2024-03-31 06:16:29,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000143,A00042317,C0033052,SHIPPING,332 Mill Lane,,Sheffield,Merseyside,LS27 3AB,GB,N,2023-08-05 13:19:19,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000144,A00003076,C0002396,SHIPPING,239 King Street,,Manchester,Merseyside,LS66 4AB,GB,N,2023-10-23 13:33:56,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000145,A00043581,C0034049,SHIPPING,330 Bridge Street,Flat 8,Leeds,Bristol,LS69 1AB,GB,N,2023-02-14 18:09:24,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000146,A00016159,C0012599,SHIPPING,39 Victoria Road,,Manchester,Scotland,LS21 3AB,GB,N,2026-07-25 06:59:34,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000147,A00016789,C0013096,HOME,423 Bridge Street,,Sheffield,South Yorkshire,LS20 2AB,GB,Y,2026-03-01 21:16:26,2026-09-01 00:00:00
SRC_ADDRESS_B002_000000148,A00036347,C0028412,SHIPPING,308 King Street,,Sheffield,South Yorkshire,LS33 7AB,GB,N,2024-05-05 09:01:43,2026-09-01 00:00:00
